date,state,parlimen,dun,income_median,income_mean
2019-01-01,Perlis,P.001 Padang Besar,N.01 Titi Tinggi,4417,4662
2022-01-01,Perlis,P.001 Padang Besar,N.01 Titi Tinggi,4206,4673
2024-01-01,Perlis,P.001 Padang Besar,N.01 Titi Tinggi,4983,5404
2019-01-01,Perlis,P.001 Padang Besar,N.02 Beseri,4066,4696
2022-01-01,Perlis,P.001 Padang Besar,N.02 Beseri,4548,5347
2024-01-01,Perlis,P.001 Padang Besar,N.02 Beseri,6232,5818
2019-01-01,Perlis,P.001 Padang Besar,N.03 Chuping,4016,4681
2022-01-01,Perlis,P.001 Padang Besar,N.03 Chuping,4324,4823
2024-01-01,Perlis,P.001 Padang Besar,N.03 Chuping,4725,5269
2019-01-01,Perlis,P.001 Padang Besar,N.04 Mata Ayer,4621,5352
2022-01-01,Perlis,P.001 Padang Besar,N.04 Mata Ayer,4744,5460
2024-01-01,Perlis,P.001 Padang Besar,N.04 Mata Ayer,4342,6356
2019-01-01,Perlis,P.001 Padang Besar,N.05 Santan,4043,4801
2022-01-01,Perlis,P.001 Padang Besar,N.05 Santan,4373,5035
2024-01-01,Perlis,P.001 Padang Besar,N.05 Santan,4801,6424
2019-01-01,Perlis,P.002 Kangar,N.06 Bintong,4547,5711
2022-01-01,Perlis,P.002 Kangar,N.06 Bintong,5170,6093
2024-01-01,Perlis,P.002 Kangar,N.06 Bintong,4926,5567
2019-01-01,Perlis,P.002 Kangar,N.07 Sena,4920,6598
2022-01-01,Perlis,P.002 Kangar,N.07 Sena,5456,6780
2024-01-01,Perlis,P.002 Kangar,N.07 Sena,5868,7232
2019-01-01,Perlis,P.002 Kangar,N.08 Indera Kayangan,5021,6042
2022-01-01,Perlis,P.002 Kangar,N.08 Indera Kayangan,5808,7801
2024-01-01,Perlis,P.002 Kangar,N.08 Indera Kayangan,5342,6856
2019-01-01,Perlis,P.002 Kangar,N.09 Kuala Perlis,4062,5129
2022-01-01,Perlis,P.002 Kangar,N.09 Kuala Perlis,4559,4991
2024-01-01,Perlis,P.002 Kangar,N.09 Kuala Perlis,4564,5149
2019-01-01,Perlis,P.002 Kangar,N.10 Kayang,6313,6357
2022-01-01,Perlis,P.002 Kangar,N.10 Kayang,4455,5442
2024-01-01,Perlis,P.002 Kangar,N.10 Kayang,5363,6369
2019-01-01,Perlis,P.003 Arau,N.11 Pauh,4854,5805
2022-01-01,Perlis,P.003 Arau,N.11 Pauh,5040,6483
2024-01-01,Perlis,P.003 Arau,N.11 Pauh,5424,6518
2019-01-01,Perlis,P.003 Arau,N.12 Tambun Tulang,4967,5670
2022-01-01,Perlis,P.003 Arau,N.12 Tambun Tulang,5384,6309
2024-01-01,Perlis,P.003 Arau,N.12 Tambun Tulang,6483,7072
2019-01-01,Perlis,P.003 Arau,N.13 Guar Sanji,4082,4905
2022-01-01,Perlis,P.003 Arau,N.13 Guar Sanji,4573,5064
2024-01-01,Perlis,P.003 Arau,N.13 Guar Sanji,4809,5494
2019-01-01,Perlis,P.003 Arau,N.14 Simpang Empat,3833,4450
2022-01-01,Perlis,P.003 Arau,N.14 Simpang Empat,4140,4653
2024-01-01,Perlis,P.003 Arau,N.14 Simpang Empat,3438,4398
2019-01-01,Perlis,P.003 Arau,N.15 Sanglang,4195,4943
2022-01-01,Perlis,P.003 Arau,N.15 Sanglang,4247,5102
2024-01-01,Perlis,P.003 Arau,N.15 Sanglang,4188,4810
2019-01-01,Kedah,P.004 Langkawi,N.01 Ayer Hangat,5743,6131
2022-01-01,Kedah,P.004 Langkawi,N.01 Ayer Hangat,4968,5640
2024-01-01,Kedah,P.004 Langkawi,N.01 Ayer Hangat,5016,5899
2019-01-01,Kedah,P.004 Langkawi,N.02 Kuah,6602,7193
2022-01-01,Kedah,P.004 Langkawi,N.02 Kuah,5483,6482
2024-01-01,Kedah,P.004 Langkawi,N.02 Kuah,5169,6600
2019-01-01,Kedah,P.005 Jerlun,N.03 Kota Siputeh,3961,4996
2022-01-01,Kedah,P.005 Jerlun,N.03 Kota Siputeh,4502,5157
2024-01-01,Kedah,P.005 Jerlun,N.03 Kota Siputeh,5025,5813
2019-01-01,Kedah,P.005 Jerlun,N.04 Ayer Hitam,4276,4848
2022-01-01,Kedah,P.005 Jerlun,N.04 Ayer Hitam,4414,4978
2024-01-01,Kedah,P.005 Jerlun,N.04 Ayer Hitam,4704,5294
2019-01-01,Kedah,P.006 Kubang Pasu,N.05 Bukit Kayu Hitam,4511,5710
2022-01-01,Kedah,P.006 Kubang Pasu,N.05 Bukit Kayu Hitam,4703,5691
2024-01-01,Kedah,P.006 Kubang Pasu,N.05 Bukit Kayu Hitam,4771,6117
2019-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,5468,7300
2022-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,5761,7076
2024-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,6067,6958
2019-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,4017,5255
2022-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,3969,5215
2024-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,4126,5389
2019-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,3501,4222
2022-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,3489,4275
2024-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,3881,4631
2019-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,4236,5004
2022-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,4583,5378
2024-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,5209,5780
2019-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,4884,5945
2022-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,4752,5860
2024-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,5840,7151
2019-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,4420,5704
2022-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,5030,6998
2024-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,5049,5976
2019-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,4494,5531
2022-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,4600,5323
2024-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,4988,5799
2019-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,5773,4532
2022-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,4030,7229
2024-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,3583,4279
2019-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,4899,5830
2022-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,5157,5594
2024-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,5010,5801
2019-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,4419,6486
2022-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,4640,6125
2024-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,5537,6638
2019-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,4096,5128
2022-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,4754,5955
2024-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,4807,5648
2019-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,4805,6163
2022-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,4592,5682
2024-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,5221,5972
2019-01-01,Kedah,P.011 Pendang,N.18 Tokai,4277,5200
2022-01-01,Kedah,P.011 Pendang,N.18 Tokai,4313,5850
2024-01-01,Kedah,P.011 Pendang,N.18 Tokai,4935,6023
2019-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,3235,4051
2022-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,3710,4388
2024-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,3768,4819
2019-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,3565,4411
2022-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,4227,4946
2024-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,4695,4870
2019-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,3502,4390
2022-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,3858,4379
2024-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,4666,5612
2019-01-01,Kedah,P.012 Jerai,N.22 Gurun,2978,4411
2022-01-01,Kedah,P.012 Jerai,N.22 Gurun,3188,4042
2024-01-01,Kedah,P.012 Jerai,N.22 Gurun,4953,5673
2019-01-01,Kedah,P.013 Sik,N.23 Belantek,3682,4615
2022-01-01,Kedah,P.013 Sik,N.23 Belantek,3515,4454
2024-01-01,Kedah,P.013 Sik,N.23 Belantek,3899,4653
2019-01-01,Kedah,P.013 Sik,N.24 Jeneri,4301,5271
2022-01-01,Kedah,P.013 Sik,N.24 Jeneri,4560,5608
2024-01-01,Kedah,P.013 Sik,N.24 Jeneri,4479,5506
2019-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,5149,6804
2022-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,4897,7541
2024-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,5253,6702
2019-01-01,Kedah,P.014 Merbok,N.26 Tanjong Dawai,3501,4460
2022-01-01,Kedah,P.014 Merbok,N.26 Tanjong Dawai,3716,4282
2024-01-01,Kedah,P.014 Merbok,N.26 Tanjong Dawai,4232,4864
2019-01-01,Kedah,P.015 Sungai Petani,N.27 Pantai Merdeka,3795,4442
2022-01-01,Kedah,P.015 Sungai Petani,N.27 Pantai Merdeka,3609,4096
2024-01-01,Kedah,P.015 Sungai Petani,N.27 Pantai Merdeka,4187,4619
2019-01-01,Kedah,P.015 Sungai Petani,N.28 Bakar Arang,5092,6644
2022-01-01,Kedah,P.015 Sungai Petani,N.28 Bakar Arang,4172,4736
2024-01-01,Kedah,P.015 Sungai Petani,N.28 Bakar Arang,4982,5504
2019-01-01,Kedah,P.015 Sungai Petani,N.29 Sidam,4305,5628
2022-01-01,Kedah,P.015 Sungai Petani,N.29 Sidam,4679,6064
2024-01-01,Kedah,P.015 Sungai Petani,N.29 Sidam,5246,5903
2019-01-01,Kedah,P.016 Baling,N.30 Bayu,3527,4342
2022-01-01,Kedah,P.016 Baling,N.30 Bayu,3334,3966
2024-01-01,Kedah,P.016 Baling,N.30 Bayu,3549,4546
2019-01-01,Kedah,P.016 Baling,N.31 Kupang,3899,4477
2022-01-01,Kedah,P.016 Baling,N.31 Kupang,3568,4393
2024-01-01,Kedah,P.016 Baling,N.31 Kupang,3264,4178
2019-01-01,Kedah,P.016 Baling,N.32 Kuala Ketil,3444,4149
2022-01-01,Kedah,P.016 Baling,N.32 Kuala Ketil,3327,4397
2024-01-01,Kedah,P.016 Baling,N.32 Kuala Ketil,3372,4294
2019-01-01,Kedah,P.017 Padang Serai,N.33 Merbau Pulas,4252,5100
2022-01-01,Kedah,P.017 Padang Serai,N.33 Merbau Pulas,4537,5907
2024-01-01,Kedah,P.017 Padang Serai,N.33 Merbau Pulas,5936,7290
2019-01-01,Kedah,P.017 Padang Serai,N.34 Lunas,4431,5423
2022-01-01,Kedah,P.017 Padang Serai,N.34 Lunas,4921,5886
2024-01-01,Kedah,P.017 Padang Serai,N.34 Lunas,5091,6160
2019-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.35 Kulim,4999,6126
2022-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.35 Kulim,4023,5010
2024-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.35 Kulim,4692,5663
2019-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.36 Bandar Baharu,4022,4959
2022-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.36 Bandar Baharu,3922,4565
2024-01-01,Kedah,P.018 Kulim-Bandar Baharu,N.36 Bandar Baharu,4310,4835
2019-01-01,Kelantan,P.019 Tumpat,N.01 Pengkalan Kubor,2815,3453
2022-01-01,Kelantan,P.019 Tumpat,N.01 Pengkalan Kubor,3342,4069
2024-01-01,Kelantan,P.019 Tumpat,N.01 Pengkalan Kubor,3234,4516
2019-01-01,Kelantan,P.019 Tumpat,N.02 Kelaboran,3108,3956
2022-01-01,Kelantan,P.019 Tumpat,N.02 Kelaboran,3533,4698
2024-01-01,Kelantan,P.019 Tumpat,N.02 Kelaboran,3662,4533
2019-01-01,Kelantan,P.019 Tumpat,N.03 Pasir Pekan,3789,5506
2022-01-01,Kelantan,P.019 Tumpat,N.03 Pasir Pekan,4377,5175
2024-01-01,Kelantan,P.019 Tumpat,N.03 Pasir Pekan,5122,5939
2019-01-01,Kelantan,P.019 Tumpat,N.04 Wakaf Bharu,4688,6309
2022-01-01,Kelantan,P.019 Tumpat,N.04 Wakaf Bharu,4164,4974
2024-01-01,Kelantan,P.019 Tumpat,N.04 Wakaf Bharu,4035,4877
2019-01-01,Kelantan,P.020 Pengkalan Chepa,N.05 Kijang,3595,4363
2022-01-01,Kelantan,P.020 Pengkalan Chepa,N.05 Kijang,3616,5208
2024-01-01,Kelantan,P.020 Pengkalan Chepa,N.05 Kijang,4224,5128
2019-01-01,Kelantan,P.020 Pengkalan Chepa,N.06 Chempaka,4343,5383
2022-01-01,Kelantan,P.020 Pengkalan Chepa,N.06 Chempaka,4504,6125
2024-01-01,Kelantan,P.020 Pengkalan Chepa,N.06 Chempaka,5149,6732
2019-01-01,Kelantan,P.020 Pengkalan Chepa,N.07 Panchor,4670,5979
2022-01-01,Kelantan,P.020 Pengkalan Chepa,N.07 Panchor,4452,5601
2024-01-01,Kelantan,P.020 Pengkalan Chepa,N.07 Panchor,5049,6499
2019-01-01,Kelantan,P.021 Kota Bharu,N.08 Tanjong Mas,3950,5095
2022-01-01,Kelantan,P.021 Kota Bharu,N.08 Tanjong Mas,4383,5250
2024-01-01,Kelantan,P.021 Kota Bharu,N.08 Tanjong Mas,4729,6713
2019-01-01,Kelantan,P.021 Kota Bharu,N.09 Kota Lama,4251,5465
2022-01-01,Kelantan,P.021 Kota Bharu,N.09 Kota Lama,4146,4849
2024-01-01,Kelantan,P.021 Kota Bharu,N.09 Kota Lama,4439,5356
2019-01-01,Kelantan,P.021 Kota Bharu,N.10 Bunut Payong,4272,5203
2022-01-01,Kelantan,P.021 Kota Bharu,N.10 Bunut Payong,4302,5787
2024-01-01,Kelantan,P.021 Kota Bharu,N.10 Bunut Payong,5469,6762
2019-01-01,Kelantan,P.022 Pasir Mas,N.11 Tendong,3783,5273
2022-01-01,Kelantan,P.022 Pasir Mas,N.11 Tendong,3248,4557
2024-01-01,Kelantan,P.022 Pasir Mas,N.11 Tendong,4358,5746
2019-01-01,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,4217,6038
2022-01-01,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,3548,5057
2024-01-01,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,4822,6386
2019-01-01,Kelantan,P.022 Pasir Mas,N.13 Meranti,3561,5115
2022-01-01,Kelantan,P.022 Pasir Mas,N.13 Meranti,3609,4256
2024-01-01,Kelantan,P.022 Pasir Mas,N.13 Meranti,3096,4649
2019-01-01,Kelantan,P.023 Rantau Panjang,N.14 Chetok,3219,4396
2022-01-01,Kelantan,P.023 Rantau Panjang,N.14 Chetok,3427,4860
2024-01-01,Kelantan,P.023 Rantau Panjang,N.14 Chetok,3535,4505
2019-01-01,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,2920,3527
2022-01-01,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,3671,4384
2024-01-01,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,3197,3928
2019-01-01,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,3039,3941
2022-01-01,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,3219,4593
2024-01-01,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,3792,5160
2019-01-01,Kelantan,P.024 Kubang Kerian,N.17 Salor,4087,5178
2022-01-01,Kelantan,P.024 Kubang Kerian,N.17 Salor,3350,4674
2024-01-01,Kelantan,P.024 Kubang Kerian,N.17 Salor,4202,5754
2019-01-01,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,4421,6531
2022-01-01,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,4912,6155
2024-01-01,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,4758,6749
2019-01-01,Kelantan,P.024 Kubang Kerian,N.19 Demit,4420,6351
2022-01-01,Kelantan,P.024 Kubang Kerian,N.19 Demit,5160,7782
2024-01-01,Kelantan,P.024 Kubang Kerian,N.19 Demit,4803,5949
2019-01-01,Kelantan,P.025 Bachok,N.20 Tawang,3938,4898
2022-01-01,Kelantan,P.025 Bachok,N.20 Tawang,3839,5060
2024-01-01,Kelantan,P.025 Bachok,N.20 Tawang,4150,4864
2019-01-01,Kelantan,P.025 Bachok,N.21 Pantai Irama,3417,4558
2022-01-01,Kelantan,P.025 Bachok,N.21 Pantai Irama,3646,5010
2024-01-01,Kelantan,P.025 Bachok,N.21 Pantai Irama,4294,4989
2019-01-01,Kelantan,P.025 Bachok,N.22 Jelawat,3712,4828
2022-01-01,Kelantan,P.025 Bachok,N.22 Jelawat,3477,4142
2024-01-01,Kelantan,P.025 Bachok,N.22 Jelawat,3725,5620
2019-01-01,Kelantan,P.026 Ketereh,N.23 Melor,3612,5268
2022-01-01,Kelantan,P.026 Ketereh,N.23 Melor,4160,5685
2024-01-01,Kelantan,P.026 Ketereh,N.23 Melor,4801,6158
2019-01-01,Kelantan,P.026 Ketereh,N.24 Kadok,4210,6151
2022-01-01,Kelantan,P.026 Ketereh,N.24 Kadok,3883,5218
2024-01-01,Kelantan,P.026 Ketereh,N.24 Kadok,5475,7001
2019-01-01,Kelantan,P.026 Ketereh,N.25 Kok Lanas,4325,5621
2022-01-01,Kelantan,P.026 Ketereh,N.25 Kok Lanas,3672,4734
2024-01-01,Kelantan,P.026 Ketereh,N.25 Kok Lanas,3937,4788
2019-01-01,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,3740,5088
2022-01-01,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,3228,4643
2024-01-01,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,4380,6156
2019-01-01,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,2430,2710
2022-01-01,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,2496,2866
2024-01-01,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,3014,3605
2019-01-01,Kelantan,P.027 Tanah Merah,N.28 Kemahang,3630,4136
2022-01-01,Kelantan,P.027 Tanah Merah,N.28 Kemahang,3480,4310
2024-01-01,Kelantan,P.027 Tanah Merah,N.28 Kemahang,2996,3668
2019-01-01,Kelantan,P.028 Pasir Puteh,N.29 Selising,3530,4713
2022-01-01,Kelantan,P.028 Pasir Puteh,N.29 Selising,3779,4509
2024-01-01,Kelantan,P.028 Pasir Puteh,N.29 Selising,4433,4514
2019-01-01,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,3781,5447
2022-01-01,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,4065,5584
2024-01-01,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,5120,5475
2019-01-01,Kelantan,P.028 Pasir Puteh,N.31 Semerak,2683,3730
2022-01-01,Kelantan,P.028 Pasir Puteh,N.31 Semerak,3346,3971
2024-01-01,Kelantan,P.028 Pasir Puteh,N.31 Semerak,4169,4684
2019-01-01,Kelantan,P.028 Pasir Puteh,N.32 Gaal,3344,4011
2022-01-01,Kelantan,P.028 Pasir Puteh,N.32 Gaal,2754,4217
2024-01-01,Kelantan,P.028 Pasir Puteh,N.32 Gaal,4873,5328
2019-01-01,Kelantan,P.029 Machang,N.33 Pulai Chondong,3516,4474
2022-01-01,Kelantan,P.029 Machang,N.33 Pulai Chondong,2944,4015
2024-01-01,Kelantan,P.029 Machang,N.33 Pulai Chondong,4088,4903
2019-01-01,Kelantan,P.029 Machang,N.34 Temangan,3077,3829
2022-01-01,Kelantan,P.029 Machang,N.34 Temangan,3338,4629
2024-01-01,Kelantan,P.029 Machang,N.34 Temangan,4045,4993
2019-01-01,Kelantan,P.029 Machang,N.35 Kemuning,4039,5496
2022-01-01,Kelantan,P.029 Machang,N.35 Kemuning,3821,5545
2024-01-01,Kelantan,P.029 Machang,N.35 Kemuning,4323,5659
2019-01-01,Kelantan,P.030 Jeli,N.36 Bukit Bunga,2561,3469
2022-01-01,Kelantan,P.030 Jeli,N.36 Bukit Bunga,2867,3637
2024-01-01,Kelantan,P.030 Jeli,N.36 Bukit Bunga,3484,4723
2019-01-01,Kelantan,P.030 Jeli,N.37 Air Lanas,3080,4105
2022-01-01,Kelantan,P.030 Jeli,N.37 Air Lanas,2605,4070
2024-01-01,Kelantan,P.030 Jeli,N.37 Air Lanas,2824,3617
2019-01-01,Kelantan,P.030 Jeli,N.38 Kuala Balah,2760,3519
2022-01-01,Kelantan,P.030 Jeli,N.38 Kuala Balah,3326,3633
2024-01-01,Kelantan,P.030 Jeli,N.38 Kuala Balah,3146,4012
2019-01-01,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,3195,4107
2022-01-01,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,2695,3848
2024-01-01,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,2942,3758
2019-01-01,Kelantan,P.031 Kuala Krai,N.40 Guchil,3491,4843
2022-01-01,Kelantan,P.031 Kuala Krai,N.40 Guchil,3581,4747
2024-01-01,Kelantan,P.031 Kuala Krai,N.40 Guchil,3791,4893
2019-01-01,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,2499,3061
2022-01-01,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,2713,3439
2024-01-01,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,2806,3033
2019-01-01,Kelantan,P.031 Kuala Krai,N.42 Dabong,2180,2777
2022-01-01,Kelantan,P.031 Kuala Krai,N.42 Dabong,1648,2427
2024-01-01,Kelantan,P.031 Kuala Krai,N.42 Dabong,3080,3161
2019-01-01,Kelantan,P.032 Gua Musang,N.43 Nenggiri,2069,2419
2022-01-01,Kelantan,P.032 Gua Musang,N.43 Nenggiri,2972,3834
2024-01-01,Kelantan,P.032 Gua Musang,N.43 Nenggiri,3308,3731
2019-01-01,Kelantan,P.032 Gua Musang,N.44 Paloh,2867,3871
2022-01-01,Kelantan,P.032 Gua Musang,N.44 Paloh,3901,5013
2024-01-01,Kelantan,P.032 Gua Musang,N.44 Paloh,4169,5175
2019-01-01,Kelantan,P.032 Gua Musang,N.45 Galas,3328,4311
2022-01-01,Kelantan,P.032 Gua Musang,N.45 Galas,3176,4195
2024-01-01,Kelantan,P.032 Gua Musang,N.45 Galas,4028,4571
2019-01-01,Terengganu,P.033 Besut,N.01 Kuala Besut,4662,6136
2022-01-01,Terengganu,P.033 Besut,N.01 Kuala Besut,4152,5259
2024-01-01,Terengganu,P.033 Besut,N.01 Kuala Besut,3959,4805
2019-01-01,Terengganu,P.033 Besut,N.02 Kota Putera,4609,6357
2022-01-01,Terengganu,P.033 Besut,N.02 Kota Putera,5837,7798
2024-01-01,Terengganu,P.033 Besut,N.02 Kota Putera,5441,7600
2019-01-01,Terengganu,P.033 Besut,N.03 Jertih,4526,5857
2022-01-01,Terengganu,P.033 Besut,N.03 Jertih,4535,6080
2024-01-01,Terengganu,P.033 Besut,N.03 Jertih,6550,7388
2019-01-01,Terengganu,P.033 Besut,N.04 Hulu Besut,4595,5594
2022-01-01,Terengganu,P.033 Besut,N.04 Hulu Besut,4379,5583
2024-01-01,Terengganu,P.033 Besut,N.04 Hulu Besut,6373,6367
2019-01-01,Terengganu,P.034 Setiu,N.05 Jabi,4313,4563
2022-01-01,Terengganu,P.034 Setiu,N.05 Jabi,4520,5859
2024-01-01,Terengganu,P.034 Setiu,N.05 Jabi,5980,6767
2019-01-01,Terengganu,P.034 Setiu,N.06 Permaisuri,4099,5586
2022-01-01,Terengganu,P.034 Setiu,N.06 Permaisuri,4951,5931
2024-01-01,Terengganu,P.034 Setiu,N.06 Permaisuri,6062,6267
2019-01-01,Terengganu,P.034 Setiu,N.07 Langkap,4403,5624
2022-01-01,Terengganu,P.034 Setiu,N.07 Langkap,5273,6134
2024-01-01,Terengganu,P.034 Setiu,N.07 Langkap,6137,6507
2019-01-01,Terengganu,P.034 Setiu,N.08 Batu Rakit,4943,6137
2022-01-01,Terengganu,P.034 Setiu,N.08 Batu Rakit,7055,8306
2024-01-01,Terengganu,P.034 Setiu,N.08 Batu Rakit,8378,9426
2019-01-01,Terengganu,P.035 Kuala Nerus,N.09 Tepuh,7336,8166
2022-01-01,Terengganu,P.035 Kuala Nerus,N.09 Tepuh,6765,8175
2024-01-01,Terengganu,P.035 Kuala Nerus,N.09 Tepuh,7409,8127
2019-01-01,Terengganu,P.035 Kuala Nerus,N.10 Buluh Gading,5004,6503
2022-01-01,Terengganu,P.035 Kuala Nerus,N.10 Buluh Gading,5924,6974
2024-01-01,Terengganu,P.035 Kuala Nerus,N.10 Buluh Gading,6379,6567
2019-01-01,Terengganu,P.035 Kuala Nerus,N.11 Seberang Takir,6917,8073
2022-01-01,Terengganu,P.035 Kuala Nerus,N.11 Seberang Takir,6192,7324
2024-01-01,Terengganu,P.035 Kuala Nerus,N.11 Seberang Takir,7461,8937
2019-01-01,Terengganu,P.035 Kuala Nerus,N.12 Bukit Tunggal,6537,7231
2022-01-01,Terengganu,P.035 Kuala Nerus,N.12 Bukit Tunggal,6800,7737
2024-01-01,Terengganu,P.035 Kuala Nerus,N.12 Bukit Tunggal,5260,5966
2019-01-01,Terengganu,P.036 Kuala Terengganu,N.13 Wakaf Mempelam,6293,7228
2022-01-01,Terengganu,P.036 Kuala Terengganu,N.13 Wakaf Mempelam,6399,8811
2024-01-01,Terengganu,P.036 Kuala Terengganu,N.13 Wakaf Mempelam,7408,8829
2019-01-01,Terengganu,P.036 Kuala Terengganu,N.14 Bandar,5198,5881
2022-01-01,Terengganu,P.036 Kuala Terengganu,N.14 Bandar,5510,6313
2024-01-01,Terengganu,P.036 Kuala Terengganu,N.14 Bandar,5955,6227
2019-01-01,Terengganu,P.036 Kuala Terengganu,N.15 Ladang,5560,6489
2022-01-01,Terengganu,P.036 Kuala Terengganu,N.15 Ladang,5337,6875
2024-01-01,Terengganu,P.036 Kuala Terengganu,N.15 Ladang,5493,6271
2019-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,5537,6689
2022-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,5939,7228
2024-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,6969,7804
2019-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,6377,7595
2022-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,5931,6736
2024-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,6693,7081
2019-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,5253,6252
2022-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,5476,6876
2024-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,6825,7492
2019-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,5210,5989
2022-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,5520,6303
2024-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,6321,7132
